"M_B7_C16b_FL06_ctrlF_PEAligned.out.bam.htseq.gene.out" "M_B7_C16b_SP06_ctrlS_PEAligned.out.bam.htseq.gene.out" "M_B7_STC1b_FL06_ctrlF_PEAligned.out.bam.htseq.gene.out" "M_B7_STC1b_SP06_ctrlS_PEAligned.out.bam.htseq.gene.out" "M_B8_C1b_FL06_ctrlF_PEAligned.out.bam.htseq.gene.out" "M_B8_C1b_SP06_ctrlS_PEAligned.out.bam.htseq.gene.out" "M_B8_STC6_FL06_ctrlF_PEAligned.out.bam.htseq.gene.out" "M_B8_STC6_SP06_ctrlS_PEAligned.out.bam.htseq.gene.out"
"LOC105274519" 12.1141641229894 11.9779078002357 12.0336437629349 11.7287463779678 12.0147942965728 11.5110555824379 12.0285602006822 12.0087537425316
"LOC105274520" 11.4525734856708 11.3750769014822 11.7404603692247 11.4184680784251 11.930896564315 11.7904357062197 11.3585744079919 11.3035928168141
"LOC105274521" 7.93859435422986 8.02394797397112 7.74078580723214 8.08004036775057 7.75202831355415 8.17257782555476 8.03260372656353 8.04354976304423
"LOC105274522" 9.66575863209065 9.764465510046 9.43089911354898 9.54577706659461 9.50652053141812 9.52069923873767 9.75568365558923 9.7580403309122
"LOC105274523" 10.7907552415283 10.9315259632656 10.6174749795702 10.7068173511464 10.6347348548294 10.7055567672504 10.7274939803242 10.9567314481725
"LOC105274524" 12.3400421992475 12.7680185595926 12.3194964958283 12.8463476553294 12.3896002722273 12.2857612033266 12.1908635882864 12.868631996943
"LOC105274525" 8.90278651983843 9.04253232785229 8.91461896399653 9.02318529382607 8.82877406596372 9.04274540255441 8.99836553304061 9.27686677058586
"LOC105274526" 11.1279886217336 11.0340521691619 10.8254895320719 10.7490171668101 10.7731577454918 10.6135361191451 11.0038589064284 11.1324911916971
"LOC105274527" 8.19355546570242 7.97971580988135 8.14341933211376 7.9042662338046 7.90763411806046 7.75364838749833 8.14827068427588 7.97636829143455
"LOC105274528" 11.6429322309117 11.5926307432394 11.4850212231871 11.3525944011452 11.2979832228917 11.1896338087616 11.8230422491585 11.5778943290744
"LOC105274529" 9.58985054495931 10.0507829548192 9.21719974665089 10.01155081928 9.32087672901068 9.81448225888756 9.39651133553609 10.2062945392601
"LOC105274530" 11.6432924497687 11.9399808890034 10.952807186663 11.8106908277638 11.0976980787122 11.5951120989232 11.4380981958186 12.1763518916792
"LOC105274531" 11.2742614390408 11.4214716867341 11.4031440893087 11.5259324120611 11.4970882685657 11.5467727705364 11.4760805877004 11.3102570556199
"LOC105274532" 5.35998135517062 5.35998135517062 5.35998135517062 5.35998135517062 5.71504337765987 5.35998135517062 5.35998135517062 5.35998135517062
"LOC105274533" 5.35998135517062 5.35998135517062 5.35998135517062 5.35998135517062 5.35998135517062 5.35998135517062 5.35998135517062 5.72888782318323
"LOC105274534" 10.2270832914112 10.2835529772036 10.1074030264165 10.0532617985906 10.1350032213925 9.78137540322454 10.2845958122181 10.3396679726105
"LOC105274535" 7.21147076497922 7.77529925967519 7.0818460883115 7.27310628055985 7.17188145847597 7.17827563668856 6.96709663987576 7.31123101110654
"LOC105274536" 11.7313147033173 11.8340145469611 11.7385123052148 11.7277177547818 11.6614677552409 11.3008110307886 11.722060438487 12.0362204254844
"LOC105274537" 11.0888457803395 11.0750409692512 11.1177959534804 11.1049281699209 11.189391205895 11.2254869856887 11.1986709339254 10.9781397698645
"LOC105274538" 12.9846905824879 13.4682632325258 12.8503933614014 13.1350322941532 13.0322910558779 13.4095129426778 12.6854864052204 13.1144983566908
"LOC105274539" 12.0738480788729 12.0193055779443 12.1045532760843 12.0934066444955 12.1813210071608 12.230312645558 12.1814152058904 11.9505601758935
"LOC105274540" 12.4096581344478 12.5680625094519 12.0128418507397 12.4427536194089 12.095728420095 12.3744473018215 12.2873865072512 12.666574257217
"LOC105274541" 7.96253662593188 7.8705719724931 7.69975278661829 7.88156822685213 7.83615306070639 8.09712189799794 8.03260372656353 7.90571590104021
"LOC105274542" 10.5005575529089 10.3282037502415 10.4224301226147 10.1821583585814 10.3059197346073 10.0983248692487 10.6569418807406 10.5397452972356
"LOC105274543" 11.9768651398911 11.9090322408969 12.003949923133 11.9486278898094 11.8215269188345 11.6260961421839 12.2636306678797 11.9868454685112
"LOC105274544" 5.35998135517062 5.35998135517062 5.35998135517062 5.35998135517062 5.35998135517062 5.35998135517062 5.35998135517062 5.35998135517062
"LOC105274545" 9.5702289733439 9.60927139674461 9.48085661168341 9.47129457180378 9.37095995944412 9.44801279645864 9.67700057244452 9.73072995885161
"LOC105274546" 9.58534625423227 9.49959677833894 9.59106865781982 9.5527838735962 9.51148675830052 9.56260541664213 9.6220422547643 9.53929711787791
"LOC105274547" 12.760670153439 12.7142336794325 12.3643978573463 12.2373092270788 12.2196404965799 12.2140186563729 12.6386149580296 12.5748444989268
"LOC105274548" 8.60735410372399 8.59477770442363 8.37554264050814 8.73628212899235 8.42945544689636 8.61022238930347 8.72449381414802 8.76975142976392
"LOC105274549" 11.3428507163024 10.9112639149899 11.3377292498175 10.85742700923 11.0902698802702 10.8085520219369 11.5198523436777 11.0055667538364
"LOC105274550" 13.1111523579896 12.8477799309985 13.3170933981876 12.7521247985731 12.8343884310807 12.8209031726048 13.3858927257015 12.986273983712
"LOC105274551" 12.5465045760211 13.2886822893292 12.1396651208544 13.2070958043552 12.3848869018965 12.752104144151 12.2374268692533 13.555259815517
"LOC105274552" 10.2106319673556 10.3668665872392 10.1796202079615 10.2352933910084 10.1237169608344 9.97118621385294 10.3073829045694 10.4963249357942
"LOC105274553" 9.92045666190036 10.1373653631443 9.67515478542181 10.0777198662602 9.60967839389091 9.75553332558957 9.66753352616076 10.3704301688508
"LOC105274554" 7.59998745999772 7.41757627272318 7.87892641463026 7.99145634070628 7.76068141807684 8.22069007453444 7.74057323570332 7.64163140080121
"LOC105274555" 10.5658975786418 10.4744032913 10.6827874910743 10.2163312474342 10.4275639753014 10.1249419385411 10.7209837538635 10.5274724587031
"LOC105274556" 11.7776620414873 11.4896611937772 11.6511191727086 11.2059053802781 11.4267535390415 11.2973774869969 11.9430814888346 11.5859433494661
"LOC105274557" 8.06317565775071 8.30322155333744 7.89343942539412 8.25347354569428 8.04024540664817 8.2147664793631 8.09988213343052 8.17798916355645
"LOC105274558" 5.99105948830658 6.52124253037426 5.89764827858121 5.85270923690257 5.61136409671173 5.95949190633928 5.91275882640671 5.88029195636736
"LOC105274559" 11.7511695215325 11.5669625136662 11.7134410560898 11.6646179320537 11.4234735303219 11.2051087513461 11.9085651014389 11.8251866096518
"LOC105274560" 8.0498789545587 8.30716867356366 8.79881156059838 8.24763886311129 8.65904997101922 8.12273435520697 8.47519536869885 8.20517271310642
"LOC105274561" 8.16517081594762 7.85970560531232 8.16727412727242 8.08662391952367 8.32482065922492 8.48386530670922 7.67486182437381 7.73343954446755
"LOC105274562" 6.43661857358602 6.15414602834329 6.5363500718249 6.78652894680813 6.89780727573672 7.01144319768683 6.30623460688984 6.4630187694563
"LOC105274563" 13.4130109445571 13.4755017380292 13.7364510589287 13.5773670631886 13.7545037825628 13.5591888844869 13.5192747785932 13.4226014308536
"LOC105274564" 10.0760585568758 10.0120190765825 10.0706634704545 9.86369438577313 10.3522310125918 10.0137096003828 10.0645318695984 9.677682041029
"LOC105274565" 11.1645916215542 11.3718375366446 11.3575402246933 11.2154780007616 11.3514314848043 11.0480670089424 11.0177335495738 11.3224799272247
"LOC105274566" 6.59423807690731 6.7448460632791 6.25067274829653 6.23892618573647 6.45886453334888 6.70520898052952 6.11296585847851 6.12115591572253
"LOC105274567" 6.50281572689942 6.25088853576607 6.36556650605196 6.00947295438094 6.5583120223118 6.26732408501993 6.18302238924209 6.09193051069597
"LOC105274568" 9.13905046811957 9.29906580531369 8.7567151926491 9.03995745069041 8.98035038793515 9.18401734846644 9.11278551203245 9.4321169927082
"LOC105274569" 11.0464326827314 11.0398962332555 11.2267492237009 11.185818362137 10.9953623948332 10.8855905499017 11.2708475346785 11.1980889904675
"LOC105274570" 10.3549776921625 10.4403268465925 10.5118840902549 10.550299004052 10.5189680074121 10.2238502911589 10.4016176815644 10.5362494287178
"LOC105274571" 13.2149916816196 13.0197750278715 13.5355905660626 13.196912632028 13.4924997164592 13.2373051705436 13.5767980183083 12.8295653574582
"LOC105274572" 9.73785310167374 10.1867084976666 9.394117525257 9.95809035863625 9.56977728887513 9.99854563512408 9.5234920904722 10.506186927802
"LOC105274573" 7.61850480152006 7.79832888238178 7.74884360262516 7.63988231854368 7.8523665828113 7.72846257217345 7.68046309644166 7.23910802886345
"LOC105274574" 6.10436586340894 5.86602273821866 5.99471378077901 6.4416064332473 6.31716197454151 6.4873320318396 5.97707766037589 6.02932633238839
"LOC105274575" 11.1988184729175 11.3952736695522 10.9350500597639 11.1339529940906 10.9811518457053 11.0099717481087 11.1236771563228 11.5122765470177
"LOC105274576" 10.9891915645324 10.9515071315081 10.7976829419638 10.906448152128 10.6925819775782 10.5640805707131 10.9751555531161 11.0961666692583
"LOC105274577" 10.5810274453702 10.3243755806772 10.6100318431828 10.2809320929278 10.3646070514568 10.1109119108758 10.7984672596187 10.5484480306828
"LOC105274578" 11.2134499778875 11.3644058336319 11.6793200325307 11.5598524052483 11.6769755251434 11.5928732713698 11.3802132180015 11.0937914233053
"LOC105274579" 7.87935611064327 7.66015738886685 8.03717071489053 7.54522149684879 7.92302068985636 7.8421588139064 7.93897907562334 7.23910802886345
"LOC105274580" 9.88672086685119 9.2912168345388 9.90311804978074 9.27607651596415 9.43250672748235 9.30159522591952 9.89425601938344 9.54279357292163
"LOC105274581" 11.2032235358081 11.5263345778921 11.1671582414188 11.4624193755402 11.3001310116633 11.5193315329749 11.1384052232669 11.5757686781428
"LOC105274582" 7.63676633524373 8.09004098726253 7.57763233620494 7.86622268284644 8.04024540664817 7.88055064707448 7.41509478419409 7.55028286171169
"LOC105274583" 12.2454660296048 12.2880622058511 12.5996054095923 12.3878165004564 12.6061112116407 12.4012395101025 12.1671255684693 12.166781650954
"LOC105274584" 12.4412790610262 12.4725909777091 12.1367099298754 12.4123493980673 12.2621179711314 12.2985241037974 12.4480870283239 12.5208520870323
"LOC105274585" 7.21147076497922 7.40993439296305 7.60476638721229 7.46423869932138 7.51510099513451 7.48750110593814 7.12382459953914 7.27568829175497
"LOC105274586" 14.2322401508911 13.9028196916771 14.6298263936629 14.4274878946104 14.3845349847051 14.1373369089957 14.5193507402096 13.9827559005594
"LOC105274587" 6.30758147089693 6.68980300861762 7.3039823995323 6.97200921203827 6.8805169884204 6.66522075060232 7.04343134501058 6.71058383314677
"LOC105274588" 10.1161063668144 10.1460692288563 9.83899156918793 10.0250303998471 9.76320176224677 9.62105356469272 10.0655608709393 10.0822585207
"LOC105274589" 12.1717273887754 12.3022285342652 11.8804236918495 12.31058042586 11.8887095655498 12.3577343420482 12.2514915404864 12.3557684222101
"LOC105274590" 11.5514673044746 11.5116928543079 11.5183311797884 11.7435795581658 11.4687283362796 11.5634477496316 11.7178180315778 11.7343467355714
"LOC105274591" 12.0783836899671 12.0032476475664 12.0859056922056 11.9464190393645 11.9396471263045 11.6532089575955 12.2337749052712 12.1808336576814
"LOC105274592" 12.6158648744639 12.5686688207489 12.4703059040203 12.4446327728469 12.4456379772764 12.5940439545963 12.7863135494599 12.544084280358
"LOC105274593" 9.17154212326265 8.97048216241769 9.51778383555254 8.97863044579122 9.34613740143602 8.92228875639342 9.42571777216 9.24927136050759
"LOC105274594" 6.75551419917749 6.66116297832377 8.90064887659295 8.32164726013966 7.81974279910301 7.89560827304376 7.33748881370655 7.41224105891088
"LOC105274595" 13.0128378983682 13.7194212447676 12.9599828319904 13.9737391435009 13.2097217426255 13.6185739473975 12.6413741276414 13.8549485354865
"LOC105274596" 11.707398040113 12.0801071035057 11.0439855378861 12.1831857016106 11.3171991146679 12.3162724003804 11.4899264418784 12.536235986122
"LOC105274597" 6.36523665920211 6.58586083065029 6.36556650605196 6.09470493355367 6.45886453334888 6.43722481957453 6.16041820759897 6.29845659616262
"LOC105274598" 9.94524889326776 9.89421172046315 9.91006976001906 9.81600566542968 9.77562789112848 9.41787343109216 9.87324521014233 9.94254979202031
"LOC105274599" 12.0533949910978 12.1275167108022 11.67627023554 11.7999649362747 11.9197667959477 11.8995215515827 11.9575459884069 12.0961724330894
"LOC105274600" 10.7363935780056 10.1824843253831 10.83372795737 10.791001830167 10.8077959157026 10.7024437398006 10.8003210829691 10.3802148859779
"LOC105274601" 12.6624528446017 13.3378815529969 12.8069062323223 13.6571886442621 13.0530238222132 13.1808592460655 12.2807653637306 13.4795263559728
"LOC105274602" 10.8462741067517 10.5992238734617 10.8079410921473 10.6687166402954 10.6244827621165 10.3486272419937 10.860789029147 10.680192578581
"LOC105274603" 9.07820519481546 8.84164606981882 9.06925149244153 8.95050256707392 9.14000427863881 9.09459278435011 9.27690387816905 8.81116013612747
"LOC105274604" 11.9509105398208 11.6330046606023 12.2273549539405 11.9583068463051 11.9304345345573 11.8025951924408 12.2966053456757 11.7389132339746
"LOC105274605" 12.4839327064614 12.2512703223376 12.4761626020077 12.1873068097669 12.2969431513619 12.4521413742154 12.6903240343415 12.2557641673947
"LOC105274606" 9.64138157991832 9.65731156736948 9.79834613536172 10.1301072407611 9.94834438817743 9.99515403972691 9.57361340661042 9.48942975348254
"LOC105274607" 6.07784297128745 6.31634459377098 6.21921370950113 6.51607046862815 6.34739900356107 6.41110700322417 6.00671385832042 5.88029195636736
"LOC105274608" 7.53631134203657 7.61509529785419 7.62255057480782 7.72822860639284 7.63412198756891 7.75364838749833 7.64649592948943 7.65514099132175
"LOC105274609" 6.50281572689942 6.78434844795719 6.70053044216128 6.9404585180911 6.77075196092937 7.04091214988866 6.50916247549692 6.44403475605925
"LOC105274610" 12.4701929025693 12.0998177776378 12.5090992178988 12.4209655551071 12.5297833120249 12.5976768605089 12.3492384260269 12.2621225802907
"LOC105274611" 10.3354770185978 9.53985415295428 10.8715632753933 10.8250782516247 11.0944013814083 10.9190478208236 10.1658729267788 9.8665546810272
"LOC105274612" 13.4774512231227 13.4378347067996 13.4301729288495 13.55362187513 13.2543325995468 13.2834938919459 13.5253554826301 13.6627915346987
"LOC105274613" 9.77126636857124 10.0191452101935 9.61681587318927 9.95984627654642 9.58869260159206 9.74142333656004 9.90119191855235 10.1604568018057
"LOC105274614" 12.4362993169554 11.8269358093878 12.4822866506437 12.0496271970131 12.108854760581 12.3216897712153 12.4212458345147 11.8953840984401
