"P_B1_C16II_SP12_ctrlS_PE_Aligned.out.bam.htseq.gene.out" "P_B1_C16III_FL12_ctrlF_PE_Aligned.out.bam.htseq.gene.out" "P_B1_C16III_SP12_ctrlS_PE_Aligned.out.bam.htseq.gene.out" "P_B1_C16IV_FL12_ctrlF_PE_Aligned.out.bam.htseq.gene.out" "P_B1_C16IV_SP12_ctrlS_PE_Aligned.out.bam.htseq.gene.out" "P_B2_C16II_FL12_ctrlF_PE_Aligned.out.bam.htseq.gene.out" "P_B2_STC1II_FL12_ctrlF_PE_Aligned.out.bam.htseq.gene.out" "P_B2_STC1II_SP12_ctrlS_PE_Aligned.out.bam.htseq.gene.out" "P_B2_STC1IV_FL12_ctrlF_PE_Aligned.out.bam.htseq.gene.out" "P_B2_STC1IV_SP12_ctrlS_PE_Aligned.out.bam.htseq.gene.out" "P_B6_STC1II_FL12_ctrlF_SEAligned.out.bam.htseq.gene.out" "P_B6_STC1II_SP12_ctrlS_SEAligned.out.bam.htseq.gene.out" "P_B6_STC1IV_FL12_ctrlF_SEAligned.out.bam.htseq.gene.out" "P_B6_STC1IV_SP12_ctrlS_SEAligned.out.bam.htseq.gene.out"
"LOC105274471" 12.3839233359773 12.2278002519031 12.4357477842117 12.2546470902224 12.4068448575849 12.5116775235996 12.5165891937743 12.4019933651251 12.4003268796816 12.6324849361089 12.3555059344868 12.445302283464 12.2887201049947 12.3602312198331
"LOC105274472" 11.990361041915 12.3037655244091 11.9205862396925 12.3763693212197 12.0332579792841 12.2522934806058 12.0209111011171 11.7815764827205 12.1737229719787 11.8148322494235 12.3198469241221 12.0823563162079 12.3333716970161 12.070825759158
"LOC105274473" 10.0782360730161 10.2555409108885 10.2196857961383 10.5374250027939 10.0483840240107 10.2256897830131 10.4532552719504 10.5038186758791 10.5571966412918 10.7192289833229 10.8045560403161 10.8621254819007 10.9334937435936 10.8278497394093
"LOC105274474" 7.33369289138347 7.41022167036318 7.23978110420239 7.18766095337263 7.46974875226857 6.54330844434656 6.29589429531108 6.37303044144086 6.5217935995796 5.84230844321567 6.98105658448059 6.60172636995332 6.325550957905 6.43917392913037
"LOC105274475" 13.0016535750379 12.7761281672132 12.9625484866012 12.7874567671857 12.9258144482035 13.0186450870349 12.9104168694068 12.7118744102341 12.7720240363775 12.8963023462151 12.6429913708536 12.5438039773768 12.4667497850809 12.6387609147023
"LOC105274476" 10.7885859230387 10.7884070712755 10.7351686105834 10.7630810916568 10.8341236928799 10.2132419361476 9.33816383700426 9.48985996486757 9.35474678948552 9.19452665673155 10.221419929122 9.89193790061073 9.83233074335544 9.92682312356768
"LOC105274477" 8.70185387669208 8.29606696960599 8.68693508166605 8.48011868186866 8.63984081682609 6.83162551018331 5.95986288902746 6.26806340744111 6.22491052224799 6.19155155196779 7.97372710415065 7.53855931735445 7.81413260000597 7.56229324127839
"LOC105274478" 12.7593218844296 12.9050270725184 12.6876328115729 12.7991598296706 12.7776890291022 12.251343412504 11.8188316143177 11.6371647741495 11.7821536613562 11.2638461555257 11.8803026127298 11.5198023710884 11.8070602101582 11.545758319957
"LOC105274479" 9.41482419977529 9.62778641264444 9.48810098041572 9.65974730122733 9.53069858323358 9.5916296571781 9.17813958550024 9.13679631863412 9.37877321752278 9.19780037213358 9.8644423196922 9.48537903262592 9.71137421974733 9.37820535406533
"LOC105274480" 12.8150003122494 13.1837776023659 12.8891647529753 13.4455953265714 13.0377368340512 13.4869164812625 13.3760692869894 13.0175075349144 13.4682442631212 13.1439744191564 13.6091729434706 13.1325827823353 13.6207130192799 13.2017185424137
"LOC105274481" 7.07708293294071 7.21932941306675 6.84568193793784 7.29906414977596 6.9819743925616 7.29470942541578 7.56644595940655 7.75417088094042 7.82500620339177 7.93823060769326 7.69759936606339 7.58594142279743 7.70748802864274 7.66182398762257
"LOC105274482" 5.5206947828217 5.20632313563933 5.4696263496939 5.51472765984651 5.72763756616292 5.39647718888869 5.55824969967946 5.63398085407452 5.20632313563933 5.7151407223327 5.48437677171652 5.7062634512215 5.71683600755185 5.20632313563933
"LOC105274483" 8.96739545587817 9.08915919715652 8.90068060487539 9.12490103256171 9.06139653880258 8.64130314672092 8.63090447420366 8.97863381429281 8.9005662387396 9.04797764952205 8.68055575947264 9.08086303098317 9.08934411483457 8.96793306693509
"LOC105274484" 9.63409931431626 9.66540194068117 9.62087055680955 9.64606083913395 9.69102776863517 9.39174957478253 8.65235528160448 9.02485806014854 8.77448298625851 8.9619198006938 9.08529168755304 9.22153913605919 9.08103355214883 9.26023292281413
"LOC105274485" 10.8456059915841 10.7585012308347 10.8857462527177 10.9532220519712 10.8341236928799 11.1978263321611 11.3023364894737 11.0668360685108 11.1944345470748 11.5401829173045 10.683008117389 10.5649782084509 10.6527524515584 10.7426807279927
"LOC105274486" 12.0577282065268 11.8931839860706 12.1220198899226 11.8149335275708 12.1377480067174 12.0917178912481 11.7035323361387 11.7205691168468 11.633595226113 11.1619093876894 12.028289491742 11.7678578626962 11.7024059123474 11.8412978416376
"LOC105274487" 9.20204522248442 8.8956585190173 9.3307378712275 9.00100314352405 9.24946093605379 8.32524326220968 7.45729294081115 8.4795803431534 7.99334048121496 8.14877810722561 8.34662573127736 8.55541803568028 8.36522648147974 8.49863850301478
"LOC105274488" 11.2843530204688 11.1629410602353 11.3416163364637 11.2350634147171 11.354895591068 11.4696261354833 11.5844467845752 11.3283167548564 11.3879653037856 11.5987163534445 11.3222112224735 11.293957402238 11.2692313256796 11.3422975916271
"LOC105274489" 10.2940232641271 9.71926362144519 10.605218323536 10.1239425895753 10.6148233459149 9.28551539127905 9.34963815317131 9.56915392871347 9.64321797315626 9.7687977713305 11.0987636229968 11.2100673747397 10.4714836861936 10.8340390621845
"LOC105274490" 10.0267695040184 10.6273012032308 10.2448530077854 10.7432531732375 10.253719266687 10.4250343498444 10.5591533439514 10.7776043877925 10.8050181614949 10.9008292645786 11.3360989357192 11.6548450112273 11.1457415114851 11.3480744109769
"LOC105274491" 8.14395376376207 8.18638466013998 8.33835360967251 8.35734912487988 8.06917022916549 8.21882821803651 7.87713966242098 7.82858919747738 8.07786389486361 8.4526381157647 7.76500593620171 7.30144920037848 7.8243523353441 7.92289782196522
"LOC105274492" 9.00016883708867 8.6909693020148 9.00882015895765 8.86532250360105 8.61110633510643 8.96258162681484 8.12640618146282 8.07022349773543 8.47157700573489 9.169732145043 8.27698942604882 8.30983672360755 8.63448633977931 8.99038399866003
"LOC105274493" 8.41689360284985 8.20452174096454 8.37680769345634 8.51765547729399 8.45797467648329 8.27759605488361 6.20472565943519 6.77861186993933 6.2591768449536 6.27524945771513 6.03052170565492 6.72421057654679 6.68084287094074 6.49069648207238
"LOC105274494" 6.25151203420234 6.39033960179575 5.94402793186415 6.35254411493775 6.23284211464983 6.12305733215527 5.70280384082588 6.35873214763966 5.82306081913354 5.20632313563933 5.75988940926166 6.40249967851382 6.1709213364246 6.12899693386591
"LOC105274495" 8.55635437026699 9.99309169420058 8.42998159383147 8.81978974125626 8.62195013231362 8.35994717575202 8.41536600445878 10.9751613565035 8.83891957998248 8.94835700927612 8.34043588876247 10.5607046523379 8.48424053051714 8.51947434380772
"LOC105274496" 7.68203202745483 8.7806101960392 7.63617917026384 8.11943380100648 7.67671189525428 8.15417847556559 8.35098313236733 8.65749366069204 8.35118241418785 8.39344614182736 8.21732491981902 8.76958413905704 8.35831031125027 8.24647319661089
"LOC105274497" 10.7344453134301 10.7787555657735 10.7215292185307 10.9333615708239 10.7377315574898 11.2954612016783 11.3644745243131 10.8626417189093 11.284373048601 11.4898548945654 10.7911724861505 10.4785129610109 10.8261798389239 10.7382872628904
"LOC105274498" 12.9870281690189 12.9069019101637 12.9988648077831 13.225006524393 13.0073184327 13.616077697658 13.6591698658658 12.9454595572366 13.5622611524639 13.1279318381092 13.5382078620756 12.941042072015 13.4447175356397 13.0707489894522
"LOC105274499" 7.14626537474513 7.07063501312236 7.14899612775413 7.36312297553232 7.00605696457542 7.12814089601964 7.50081309233972 7.42448450958024 7.5144478120024 7.6309051577891 7.77436835575817 7.73974884368959 7.69634845198624 7.45474746355365
"LOC105274500" 5.65004095385897 5.59672831201014 5.66112530512975 5.42460526550531 5.20632313563933 5.53520547870891 5.61235980297774 5.83791130028108 5.72348749390719 5.84230844321567 6.35708147295889 6.62733915642884 6.6026720920618 6.58662274242021
"LOC105274501" 11.7349875993907 11.402655796726 11.8252502289572 11.4118471396885 11.7465458653181 11.7604632255123 11.6223280281123 11.626764592254 11.5387736651056 11.520782880444 11.6139047992182 11.5517208607583 11.4219856257031 11.5075559826023
"LOC105274502" 11.786935881934 11.6502719276703 11.8969865750468 11.7568067090001 11.9486246662943 11.9303644041039 11.9399874095512 11.8073286754641 11.874022552626 11.4425263278781 12.1261066890854 11.9708890931107 11.993818263251 12.0246871287609
"LOC105274503" 7.13661301506209 7.3095993819804 6.92890983118018 7.13275989069383 6.82637784969309 6.94426159503131 7.02629063436726 7.62194930211778 7.20444735086609 7.76407255594799 7.22926348913096 7.50188431020777 7.27967293103313 7.33765342611889
"LOC105274504" 11.3741587949695 11.1560768519566 11.3423018567913 11.1923609377218 11.4434091883611 11.6407654268817 11.5975274474569 11.5009515875105 11.4581554522552 11.6067124324361 11.4827213864539 11.3659080660167 11.3736906513476 11.477566528149
"LOC105274505" 5.65004095385897 5.70932177208215 5.4696263496939 5.7805955243023 5.77678286977115 5.67043687471558 5.74214866755875 5.53806817993007 5.54591778723464 5.39949205894131 5.68645310503 5.49592373062212 5.98088324074475 5.58833862230017
"LOC105274506" 12.0391441544768 11.9669323371306 12.1200227376093 12.0635189364481 12.2077932540348 12.238551758788 11.1949945510792 11.6997406093254 11.4062910098754 11.1208328011114 12.2987298465567 11.9958874141489 12.178660340798 12.0147350112654
"LOC105274507" 11.1404507858971 10.8118928903306 11.1914389905126 10.8998536230797 11.1559933535038 11.0704312821719 10.8164171276471 10.9676446030719 10.7561185903314 10.9320130281547 10.9611448505035 10.9745258468189 10.7693703089536 10.9862863817978
"LOC105274508" 10.5382764565871 10.3894291448152 10.4123048990347 10.4138322737477 10.4863441111132 10.436455667228 10.5442900283562 10.6430794955402 10.3792889546139 10.6040757962438 10.2180881219355 10.2848092057102 10.194784176953 10.3052692374193
"LOC105274509" 9.16477437994044 9.42715162307684 9.21232245310268 9.04583203087088 9.02388382367565 9.01754042909346 8.48893366958576 9.17988119128636 8.93753057998154 8.55638560704448 9.16037081866753 9.07284994641791 9.05156002626056 8.83356972939386
"LOC105274510" 7.08720392237589 8.04732297429634 6.96064258785237 7.17867479394106 6.75493325229134 6.90219360682841 6.97196954521984 6.31450084873806 6.85134756126055 6.48895096380596 6.98105658448059 6.62733915642884 6.88731555166358 6.63152576697274
"LOC105274511" 9.3827553874904 10.1819299845118 9.59343522488322 10.4057440520327 9.6927313174405 9.86884574681393 10.2413699791564 10.0239800239798 10.8121846007095 10.1993155937561 11.113174691469 10.800647700254 11.1126354946348 10.5047373909665
"LOC105274512" 10.3861508313149 10.1706132359484 10.4136107941558 10.2845264875138 10.3234760197107 10.4793090555416 10.7685074084284 10.2601301196423 10.5532533122685 10.8400202481713 10.4893935938115 10.3138858056011 10.5273844076255 10.4385617887137
"LOC105274513" 12.5722754185722 12.4600605881991 12.7353773719633 12.6765046108166 12.6639853588757 12.9716573622251 13.1135930340091 12.7639132614679 13.0446753760653 12.9647737278514 13.1056851624002 12.9432311931367 13.1649943761416 13.0246105380868
"LOC105274514" 7.09724327052565 7.71855679689397 6.9448806717693 6.86189738681239 7.05284656258768 6.9359651900602 7.12005491068531 6.84448623342691 7.00330619645756 6.63241625496848 6.79563525066368 6.81341582181738 7.23286188380404 6.71616684791374
"LOC105274515" 12.1741166957061 12.3278843545248 12.0658573518424 12.1894427323447 12.1330594995134 12.0793506057028 12.2136361055695 11.7643300614789 11.9864426051786 11.7016585751686 12.1398057761539 11.778319150271 12.0684246222143 11.8626402475596
"LOC105274516" 8.06890978962157 7.78116584485792 8.26988037015695 7.94326007062281 7.81824827801657 7.50220384189033 7.59524508749092 7.97015005947527 7.6174352491138 7.88536561523559 7.43691667173305 7.84944704789339 7.85456154315321 7.68087675110092
"LOC105274517" 6.71202012293116 6.91364637271686 6.5521906155758 7.13275989069383 6.89369623773074 7.08467291662412 6.90535496612357 6.99873095937327 7.41501201755224 6.70808153656228 7.17166293466496 6.89625382130822 6.77720777287027 6.79488299130985
"LOC105274518" 10.2519174073207 10.1091025899737 10.3495528238264 10.0873120901077 10.3124509662031 10.275929189106 10.128169971843 10.1996160644117 10.0935691348371 10.4249435812787 9.97521642257339 9.95413399658489 9.83233074335544 10.1351507365121
"LOC105274519" 11.3140829199699 11.5716468741214 11.1722888285391 11.6728534722965 11.3266988372702 11.7318658771045 12.1764998807274 11.5748452571112 12.0740940362344 11.9175450463268 11.9799727965223 11.559591318658 11.8833805919814 11.6264028921699
"LOC105274520" 11.2430366179102 11.3247149107226 11.3613653069076 11.3330467634002 11.3266988372702 11.1007150844727 10.3770040224082 11.0437880144838 11.0545669677623 10.7305355949729 11.231832175688 11.2379820068468 11.3193323420622 11.1589108620702
"LOC105274521" 8.04460288736364 7.93167602843806 8.14775144648168 7.82675194633107 7.98671990095244 8.10364625671618 8.00948157246914 7.97398841903046 7.7179402391381 8.2124296714278 8.01349527726184 7.95988263510072 7.81413260000597 8.16904006453423
"LOC105274522" 9.64526420173798 9.41759167964013 9.57250920754346 9.26106724637471 9.44429088250279 9.58801372797011 9.39147062851534 9.65018929095069 9.24298411578347 9.80566025840364 9.08161624260419 9.38881699738977 8.95019943480217 9.48194696222719
"LOC105274523" 10.4291741111786 10.4673158681032 10.4057576070714 10.4735183877117 10.4636052394568 10.4203050083407 10.4039181979752 10.4250224279417 10.4310705643074 10.5673405069192 10.2753101149228 10.3719623859957 10.3799722318669 10.6474825874687
"LOC105274524" 12.3985765147474 12.6535778815969 12.4140696221824 12.5272087100392 12.1371237521929 12.5469482452735 12.6856736536133 13.1040169239286 12.7515321096141 13.3585732098311 12.4382982215547 12.976210131447 12.5848158949061 12.8283688927093
"LOC105274525" 8.77375646164617 8.80142656722811 8.84337143733781 8.71534571829347 8.8355057967492 8.72095308674166 8.79406912087415 8.67853072523581 8.52135213895513 8.75918246146523 8.88884314537164 8.78441641551716 8.80614356707113 8.92971160529437
"LOC105274526" 10.8156171536913 10.8118928903306 10.808458305221 10.828391594752 10.7565570867716 11.0128291576206 11.0829368651906 10.8267354157426 11.0605967167013 11.2556539126795 11.0509073378264 10.8667477004855 10.9207981553809 10.9141203532633
"LOC105274527" 8.07372052914826 7.95343534074517 8.00684470518376 7.82675194633107 7.71177265806183 8.15417847556559 7.88636918672231 7.874670345231 8.12909127532766 8.02332323038103 7.52958132618235 7.526446267534 8.10853224258275 7.60299485544117
"LOC105274528" 11.4281500464926 11.4669258432445 11.4332657323173 11.370448992356 11.3112844780999 11.6241259057972 11.80554378067 11.8719069987755 11.7196378404891 12.0363774654222 11.6334048196624 11.8738038742489 11.5807844460427 11.6650949428292
"LOC105274529" 9.52605747142412 9.22047576691752 9.52003484986563 9.25706501186092 9.61219910130602 9.19478246297482 9.50572449887164 9.2883059692444 9.69670663975427 9.86438744554779 9.5108377154322 9.36608268973079 9.59101941607464 9.58850614934241
"LOC105274530" 11.2909565247391 11.0861773017326 11.1959974322921 11.1569433640759 11.1529080745759 11.1759586893173 11.4912471586064 11.0451277719434 11.2612010940637 11.3882488693165 11.3167741192748 11.040443395886 11.0921949289521 11.1172305460407
"LOC105274531" 11.0606499750974 10.9452982768224 11.0314555707715 10.8629257496292 11.0689732652648 10.9067359296019 10.9214651811204 10.8068622720913 10.9510033673819 10.8094258682649 10.7069641462401 10.6771356576167 10.8567993482726 10.783764004237
"LOC105274532" 5.20632313563933 5.20632313563933 5.20632313563933 5.20632313563933 5.20632313563933 5.20632313563933 5.20632313563933 5.20632313563933 5.20632313563933 5.20632313563933 5.20632313563933 5.20632313563933 5.20632313563933 5.20632313563933
"LOC105274533" 5.42883690259455 5.20632313563933 5.20632313563933 5.42460526550531 5.20632313563933 5.20632313563933 5.20632313563933 5.20632313563933 5.40268954688275 5.20632313563933 5.20632313563933 5.20632313563933 5.20632313563933 5.20632313563933
"LOC105274534" 10.036485079699 10.0210933446381 10.0818731261243 10.1966062950836 9.82130566798236 10.1329054910012 10.4015635415755 10.177779914611 10.315520885274 10.5540359153958 10.0706966355526 10.1163766269534 10.0748004731454 10.0840959024818
"LOC105274535" 7.58262686329239 6.82672889817349 7.39304225826361 7.16050883319927 7.34821315182324 6.99287864524947 7.02629063436726 7.28493298653659 7.21157625058104 7.21789888053118 6.91031767554283 7.19615296022478 6.92863275161671 7.03501785720196
"LOC105274536" 11.4532744458286 11.2780593504403 11.4562463457225 11.4243495925866 11.358113868739 11.5724150365947 11.8111691376953 11.8831852276041 11.7512344242752 12.1618997295444 11.6963648123734 11.8806739119138 11.805177968031 12.0559037407029
"LOC105274537" 10.6928457895019 10.7705381258448 10.7497142635268 10.6723744008721 10.6899889147672 10.7476124096991 10.4540129137439 10.547973627058 10.5709139271236 10.2203309550125 10.5594980573329 10.64116095479 10.6316564309311 10.5480611174834
"LOC105274538" 12.069887442198 12.1673693164792 12.2502623753704 12.3857596694776 12.2700459711878 12.4995663224841 12.2039912624526 12.2418393746815 12.3434583910354 12.0340988343777 12.4199440660403 12.3453839580089 12.2887201049947 12.2989286801916
"LOC105274539" 11.6972480733485 11.814734747301 11.7173632378796 11.7422581543476 11.8152783549768 11.7510832625804 11.5128483240111 11.2042949034489 11.5460642791539 10.954363487048 12.0787154996462 11.5702550113811 12.0324084312476 11.6335154546882
"LOC105274540" 12.1669558601796 12.103404029166 12.0017902043915 12.0454237710121 12.0875802159484 11.9217908960754 12.1258452860208 11.7177719685609 11.921169024807 11.7385133927431 11.8380974536236 11.4705597433386 11.63336035486 11.4549925934635
